key,summary,description,assignee
AIRFLOW-4690,Make tests/api Pylint compatible,Fix all Pylint messages in tests/api. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4689,Make setup.py Pylint compatible,Fix all Pylint messages in setup.py. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4686,Make dags Pylint compatible,Fix all Pylint messages in dags. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,feluelle
AIRFLOW-4684,Make airflow/utils Pylint compatible,Fix all Pylint messages in airflow/utils. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,kik
AIRFLOW-4683,Make airflow/ti_deps Pylint compatible,Fix all Pylint messages in airflow/ti_deps. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,serkef
AIRFLOW-4681,Make airflow/sensors Pylint compatible,Fix all Pylint messages in airflow/sensors. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,kamil.bregula
AIRFLOW-4678,Make airflow/models Pylint compatible,Fix all Pylint messages in airflow/models. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4673,Make airflow/jobs Pylint compatible,Fix all Pylint messages in airflow/jobs. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4672,Make airflow/hooks Pylint compatible,Fix all Pylint messages in airflow/hooks. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,omkarbdesai
AIRFLOW-4671,Make airflow/executors Pylint compatible,Fix all Pylint messages in airflow/executors. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4670,Make airflow/example_dags Pylint compatible,Fix all Pylint messages in airflow/example_dags. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4669,Make airflow/dag Pylint compatible,Fix all Pylint messages in airflow/dag. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4668,Make airflow/contrib/utils Pylint compatible,Fix all Pylint messages in airflow/contrib/utils. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,omkarbdesai
AIRFLOW-4667,Make airflow/contrib/task_runner Pylint compatible,Fix all Pylint messages in airflow/contrib/task_runner. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,omkarbdesai
AIRFLOW-4665,Make airflow/contrib/plugins Pylint compatible,Fix all Pylint messages in airflow/contrib/plugins. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,rinsableorc94
AIRFLOW-4659,Make airflow/api Pylint compatible,Fix all Pylint messages in airflow/api. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,higrys
AIRFLOW-4658,Make tests/[a-zA-Z_]*.py Pylint compatible,Fix all Pylint messages in tests/[a-zA-Z_]*.py. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,a_soldatenko
AIRFLOW-4657,Make airflow/[a-zA-Z_]*.py Pylint compatible,Fix all Pylint messages in airflow/[a-zA-Z_]*.py. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
AIRFLOW-4598,Task retries are not exhausted for K8s executor,,anand.g14
AIRFLOW-4596,Capture stats for dagrun schedule delay for adhoc/nonscheduled dag,"With respect to the metric we are capturing in airflow version v1-10 - [https://github.com/apache/airflow/blob/v1-10-stable/docs/metrics.rst]. The Timer merics `dagrun.schedule_delay.<dag_id>` `Seconds of delay between the scheduled DagRun start date and the actual DagRun start date`
 we are capturig the delay of only schduled Dags.

But we should also capture the delay for the adhoc/non-scheduled dags by capturing the difference between `start_date` in `dag_run` table and `start_date` in `task_instance` table keeping the `dag_id` and `excecution` date as the cardinality for performing join.",himagarg
AIRFLOW-4595,Need index on task_instance table on column start_date,Need index on *task_instance* table on column *start_date*,himagarg
AIRFLOW-4594,Kubernetes watcher updating Task state based on Pod state,"Currently KubernetesJobWatcher updates the task state based on the pod state inside 

process_status function. If it gets the pod state as failed it marks the task state to failed which is not the correct behaviour because task might move to retry state or reschedule state.

Pod might be failed because of various reasons like machine/network issue, it might crash. But its state might  not reflect the task state",ramandumcs
AIRFLOW-4592,add the translations,"Now the system can not choose language translation, now add translation",fengxuanmo
AIRFLOW-4591,Tag tasks with default pool,"Currently the number of running tasks without a pool specified will be limited by `non_pooled_task_slot_count`. It limits the number of tasks launched per scheduler loop but does not limit the number of tasks running in parallel.

This ticket proposes that we assign tasks without a pool specified to default pool which limits the number of running tasks in parallel.",milton0825
AIRFLOW-4590,winrm hook/operator - Suppress -WARNING - Failed to parse headers,"When using the winrm hook/operator, which uses pywinrm and subsequently urllib3, often this warning happens so often, it makes reading the task logs difficult. This card is to suppress warnings from urllib3 that cause this.

see: 

[https://github.com/urllib3/urllib3/issues/800]

[https://github.com/python/cpython/pull/12214]

 
{code:java}
WARNING - Failed to parse headers (url=http://tn019wvda005.docutap.local:5985/wsman): [StartBoundaryNotFoundDefect(), MultipartInvariantViolationDefect()], unparsed data: {code}
 ",lbodeen
AIRFLOW-4588,Add GoogleDiscoveryApiHook and GoogleApiToS3Transfer,"This PR adds a hook based on Google's Discovery API to communicate to any Google Services.
And also a implementation of this hook in an operator that transfers data from Google to S3.

- add documentation to integration.rst
The hook provides:
- a get_conn function to authenticate to the Google API via an airflow connection
- a query function to dynamically query all data available for a specific endpoint and given parameters. (You are able to either retrieve one page of data or all data)
The transfer operator provides:
- basic transfer between google api and s3
- passing an xcom variable to dynamically set the endpoint params for a request
- exposing the response data to xcom, but raises exception when it exceeds MAX_XCOM_SIZE
",feluelle
